last_name, first_name,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,n_bolts,hp_to_1b,sprint_speed,
Goldschmidt, Paul,2019,.261,.517,.364,.348,.257,90.1,15.4,36.4,49,11.3,9.0,24.2,24.9,26.0,3.5,42.4,66.6,22.3,28.4,35.0,65.0,148,423,52.5,1491,70.2,7.0,316,1646,878,2888,77.7,200,898,47.5,1349,42.5,1206,26.3,46.5,37.8,37.6,24.7,434,64.7,38.5,167,29.7,129,24.4,106,7.4,32,1,4.50,26.6,
Altuve, Jose,2019,.277,.499,.356,.337,.222,87.3,9.7,28.4,34,8.1,4.0,21.1,21.3,36.5,4.7,34.5,66.8,15.5,30.0,31.4,68.6,98,312,53.9,1040,69.9,6.4,255,1085,591,1994,84.5,92,595,46.1,891,41.4,799,20.8,46.8,41.7,40.0,18.2,422,65.3,50.7,214,21.8,92,19.7,83,7.8,33,50,4.07,28.6,
Hernandez, Cesar,2019,.269,.383,.309,.324,.114,86,9.5,31.8,14,2.7,2.7,26.0,23.8,42.6,1.4,28.3,64.1,11.0,27.2,31.7,68.3,113,356,50.4,1310,70.7,7.9,448,1519,633,2600,89.0,91,827,49.6,1290,43.5,1132,17.2,45.5,34.5,35.9,29.7,516,62.1,49.8,257,17.6,91,24.4,126,8.1,42,55,4.15,28.7,
Segura, Jean,2019,.275,.408,.317,.319,.134,88.2,7.2,31.0,16,3.2,5.9,22.9,19.1,45.4,3.2,32.7,60.2,7.8,35.4,25.1,74.9,105,419,53.0,1184,63.6,6.9,211,1341,678,2232,92.2,49,631,47.0,1048,41.5,927,14.7,47.0,29.2,44.6,26.2,507,61.5,52.9,268,16.4,83,23.9,121,6.9,35,4,4.20,27.5,
Castro, Starlin,2019,.269,.439,.316,.302,.170,88.6,10.9,29.6,33,6.2,4.1,27.3,24.3,34.1,3.9,37.7,67.4,12.1,31.4,33.9,66.1,134,395,50.6,1257,79.9,6.6,245,1517,720,2485,87.9,100,826,49.4,1225,45.5,1129,19.1,49.2,37.6,40.6,21.7,534,60.2,48.1,257,24.2,129,21.7,116,6.0,32,0,4.38,26.9,
Marte, Starling,2019,.303,.516,.369,.352,.213,88.6,8.2,31.0,36,8.0,5.5,23.7,19.1,36.1,4.2,38.6,76.1,17.2,33.4,40.9,59.1,153,374,53.4,1121,83.5,6.3,223,1258,619,2127,82.8,128,745,46.6,979,42.1,885,25.1,53.2,35.9,40.1,23.9,451,62.6,52.5,237,19.7,89,23.5,106,4.2,19,47,4.15,29.0,
Donaldson, Josh,2019,.269,.539,.390,.388,.270,92.9,13.3,33.3,62,15.7,5.1,24.0,23.5,30.3,1.5,50.5,68.8,25.9,23.1,39.9,60.1,138,346,54.6,1496,82.2,6.6,324,1642,776,2742,74.1,222,857,45.4,1246,42.7,1170,29.9,43.9,39.9,35.1,25.0,396,58.4,41.9,166,23.5,93,26.3,104,8.3,33,0,4.50,25.8,
Freeman, Freddie,2019,.297,.581,.402,.391,.284,89.8,14.3,40.3,59,12.5,7.0,25.6,22.5,29.7,2.3,42.5,80.3,19.7,29.3,34.5,65.5,154,447,55.6,1527,86.6,5.7,498,1595,653,2750,80.3,193,979,44.4,1219,43.0,1180,24.3,51.9,37.3,35.4,27.3,472,55.1,38.1,180,27.1,128,30.9,146,3.8,18,0,4.45,26.4,
Grandal, Yasmani,2019,.243,.482,.369,.380,.239,90.7,14.3,37.7,43,11.3,8.7,21.1,26.1,30.1,1.8,41.8,58.6,17.0,21.3,45.3,54.7,139,307,53.8,1438,72.4,6.4,427,1549,697,2733,83.0,123,724,46.2,1235,44.6,1192,25.5,38.4,35.1,42.0,23.0,379,57.0,40.9,155,27.2,103,24.8,94,7.1,27,0,4.88,24.2,
Heyward, Jason,2019,.261,.407,.331,.352,.146,88.8,11.3,31.8,23,5.7,5.9,25.4,23.6,35.7,2.7,36.5,66.1,16.3,27.6,35.2,64.8,116,330,54.1,1195,73.2,6.4,322,1319,567,2231,83.7,109,670,45.9,1013,43.6,963,22.7,45.4,39.4,38.7,21.9,406,54.5,47.3,192,20.4,83,25.1,102,7.1,29,0,4.33,27.4,
LeMahieu, DJ,2019,.319,.533,.384,.370,.214,91.9,6.5,35.2,39,7.5,6.8,28.2,15.1,38.7,1.5,48.5,64.3,10.6,27.1,28.4,71.6,94,331,50.7,1223,69.6,7.9,237,1569,606,2463,89.4,81,765,49.3,1189,42.0,1013,16.0,45.6,25.0,41.4,33.7,517,58.3,49.7,257,17.2,89,29.8,154,3.3,17,0,4.58,26.7,
Moustakas, Mike,2019,.263,.509,.354,.338,.246,89.5,17.4,32.6,44,10.3,6.1,21.3,31.4,26.0,4.4,40.8,71.8,17.8,31.3,38.4,61.6,144,375,54.4,1197,80.3,6.7,282,1328,590,2233,82.2,128,721,45.6,1004,43.8,963,25.0,49.8,37.9,33.7,28.3,427,52.2,37.0,158,28.3,121,23.0,98,11.7,50,0,4.55,25.7,
Rizzo, Anthony,2019,.301,.498,.394,.415,.197,89,12.6,36.8,29,6.8,5.6,30.5,21.4,31.9,2.8,37.0,63.4,13.7,31.9,28.9,71.1,127,439,56.2,1376,70.8,6.6,387,1436,626,2470,86.3,93,681,43.8,1074,43.0,1053,19.7,45.5,40.1,36.6,23.3,429,51.4,43.1,185,21.2,91,29.1,125,6.5,28,0,4.58,25.3,
Galvis, Freddy,2019,.240,.394,.287,.277,.154,88.8,14.7,31.8,23,5.5,5.1,27.0,29.6,29.6,1.9,36.4,71.8,21.3,37.9,41.3,58.7,188,455,52.5,1201,77.3,6.6,415,1306,565,2288,78.7,166,780,47.5,1087,42.5,972,28.7,54.0,38.1,34.9,27.0,415,61.4,41.0,170,26.5,110,25.3,105,7.2,30,0,4.44,25.9,
Garcia, Avisail,2019,.278,.502,.351,.330,.224,89.5,9.8,34.1,43,11.7,6.8,20.7,20.7,34.9,5.2,40.3,81.3,20.8,36.0,52.7,47.3,198,376,55.1,1043,85.8,7.4,250,1060,584,1894,79.2,144,692,44.9,851,39.7,752,32.0,56.4,40.6,36.5,22.9,367,62.3,45.8,168,21.0,77,26.7,98,6.5,24,11,4.38,28.8,
Ozuna, Marcell,2019,.291,.548,.387,.373,.257,91.8,13.5,32.8,45,12.1,6.7,25.5,21.8,29.6,2.2,49.2,68.1,16.7,27.6,47.9,52.1,168,351,57.3,1274,78.6,6.3,222,1199,803,2260,83.3,108,647,42.7,950,39.7,883,27.6,44.9,45.2,35.8,19.1,372,58.8,41.9,156,24.5,91,26.3,98,7.3,27,0,4.44,27.4,
Villar, Jonathan,2019,.247,.414,.316,.317,.166,88.9,8.2,30.3,32,6.8,5.7,24.8,21.0,36.7,2.5,37.1,73.3,21.3,27.7,42.5,57.5,177,416,52.9,1504,80.3,6.8,499,1789,555,2843,78.6,209,982,47.1,1339,41.9,1192,27.6,49.2,35.0,38.1,26.9,472,63.3,50.8,240,19.5,92,22.9,108,6.8,32,1,4.24,27.9,
