last_name,first_name,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,n_bolts,hp_to_1b,sprint_speed,OPS_Plus_Name,OPS_Plus,UBR_Name,UBR,wRC_Plus_Name,wRC_Plus
Abreu, Jose,2018.0,0.281,0.498,0.361,0.344,0.218,91.3,12.2,35.4,36.0,9.1,7.6,27.8,21.5,32.3,1.8,45.2,64.9,15.9,34.9,39.0,61.0,152.0,390.0,53.0,1118.0,72.4,6.4,180.0,1257.0,670.0,2108.0,84.1,102.0,643.0,47.0,990.0,41.5,874.0,24.6,49.0,35.6,43.2,21.2,396.0,62.4,44.2,175.0,19.9,79.0,28.3,112.0,7.6,30.0,0.0,4.53,26.7,José Abreu\abreujo02,117.0, Abreu,-0.7, Abreu,115.0
Aguilar, Jesus,2018.0,0.256,0.498,0.363,0.341,0.24100000000000002,89.8,16.2,38.2,41.0,11.4,7.2,26.5,26.5,24.2,4.2,42.9,59.6,19.4,33.9,42.0,58.0,190.0,452.0,54.9,1335.0,67.5,6.3,239.0,1432.0,760.0,2432.0,80.6,127.0,654.0,45.1,1097.0,41.4,1007.0,28.7,45.5,39.3,36.5,24.2,359.0,58.1,35.7,128.0,32.0,115.0,26.2,94.0,6.1,22.0,0.0,4.68,24.7,Jesus Aguilar\aguilje01,135.0, Aguilar,-2.4, Aguilar,134.0
Ahmed, Nick,2018.0,0.24100000000000002,0.377,0.29600000000000004,0.29600000000000004,0.136,86.9,11.9,36.3,21.0,5.1,5.8,24.9,27.4,31.7,4.1,30.0,71.2,16.2,29.9,46.1,53.9,149.0,323.0,51.0,1082.0,81.5,7.6,179.0,1270.0,674.0,2124.0,83.8,120.0,741.0,49.0,1041.0,43.5,924.0,25.4,50.1,35.1,39.2,25.7,413.0,65.4,41.6,172.0,24.5,101.0,27.4,113.0,6.5,27.0,2.0,4.35,28.2,Nick Ahmed\ahmedni01,83.0, Ahmed,0.9, Ahmed,85.0
Albies, Ozzie,2018.0,0.253,0.41100000000000003,0.311,0.298,0.158,86.8,16.1,34.0,25.0,4.7,6.6,24.1,30.9,29.2,3.0,29.4,81.7,16.0,32.4,37.0,63.0,148.0,400.0,51.8,1234.0,88.3,6.5,474.0,1271.0,626.0,2386.0,84.0,150.0,939.0,48.2,1150.0,42.0,1002.0,22.2,56.2,38.9,37.0,24.1,527.0,63.5,39.5,208.0,27.3,144.0,23.9,126.0,9.3,49.0,28.0,4.07,28.7,Ozzie Albies#\albieoz01,101.0, Albies,4.0, Albies,101.0
Alonso, Yonder,2018.0,0.258,0.451,0.33799999999999997,0.326,0.193,87.8,15.7,36.9,39.0,9.8,5.0,26.6,25.9,27.1,3.0,37.5,73.0,17.8,30.4,41.8,58.2,147.0,352.0,53.3,1159.0,85.4,6.9,340.0,1189.0,641.0,2201.0,82.2,132.0,742.0,46.7,1017.0,42.4,923.0,25.4,50.3,39.7,38.4,21.9,398.0,57.3,39.9,159.0,24.4,97.0,24.9,99.0,10.8,43.0,0.0,4.95,23.3,Yonder Alonso*\alonsyo01,98.0, Alonso,-1.4, Alonso,97.0
Altuve, Jose,2018.0,0.29100000000000004,0.461,0.361,0.364,0.17,87.2,10.1,34.0,27.0,5.9,5.2,24.8,22.0,36.2,4.1,33.8,67.8,11.7,30.0,29.7,70.3,102.0,344.0,54.1,1147.0,75.3,6.9,264.0,1248.0,601.0,2123.0,88.3,77.0,659.0,45.9,972.0,42.9,910.0,17.9,47.3,34.0,45.3,20.7,459.0,67.8,48.1,221.0,22.4,103.0,25.5,117.0,3.9,18.0,53.0,4.13,28.1,Jose Altuve\altuvjo01,130.0, Altuve,3.7, Altuve,134.0
Anderson, Brian,2018.0,0.261,0.41200000000000003,0.33799999999999997,0.34700000000000003,0.15,90.2,8.7,29.2,27.0,5.8,6.0,27.0,19.2,39.3,2.4,42.4,68.2,18.3,23.3,43.0,57.0,129.0,300.0,48.9,1289.0,75.5,8.3,291.0,1566.0,778.0,2641.0,81.7,168.0,919.0,51.1,1348.0,42.9,1130.0,24.3,46.2,35.0,39.3,25.7,463.0,58.2,52.3,242.0,18.8,87.0,23.3,108.0,5.6,26.0,0.0,4.44,27.1,Brian Anderson\anderbr06,110.0, Anderson,2.9, Anderson,112.0
Anderson, Tim,2018.0,0.228,0.36700000000000005,0.28,0.271,0.139,85.8,10.8,33.3,20.0,4.7,5.4,24.1,24.8,35.9,4.0,27.9,73.0,17.9,35.9,47.0,53.0,190.0,404.0,51.2,1125.0,70.6,7.0,164.0,1277.0,756.0,2200.0,82.1,140.0,784.0,48.8,1074.0,42.6,936.0,27.8,54.0,38.8,35.2,26.0,423.0,63.7,47.5,201.0,22.9,97.0,24.1,102.0,5.4,23.0,41.0,4.2,28.7,Tim Anderson\anderti01,87.0, Anderson,2.8, Anderson,86.0
Andujar, Miguel,2018.0,0.281,0.447,0.331,0.314,0.166,89.2,12.2,34.6,30.0,6.3,5.6,25.4,25.4,34.8,2.3,36.5,72.1,11.1,36.0,35.2,64.8,142.0,403.0,52.5,1121.0,73.9,7.5,266.0,1130.0,730.0,2135.0,88.9,81.0,730.0,47.5,1013.0,43.6,930.0,19.7,53.1,42.5,34.6,22.9,480.0,66.3,44.2,212.0,22.7,109.0,24.0,115.0,9.2,44.0,3.0,4.31,27.8,Miguel Andujar\andujmi01,130.0, Andujar,0.2, Andujar,130.0
Arenado, Nolan,2018.0,0.267,0.47600000000000003,0.355,0.35,0.21,89.9,15.4,35.6,35.0,7.4,8.4,25.1,26.7,30.9,1.3,40.5,72.5,18.8,30.2,36.8,63.2,154.0,418.0,53.5,1386.0,80.5,6.3,254.0,1554.0,779.0,2592.0,81.2,164.0,873.0,46.5,1204.0,40.2,1042.0,24.6,49.8,35.6,41.1,23.4,475.0,58.4,40.4,192.0,24.4,116.0,26.5,126.0,8.6,41.0,0.0,4.57,25.7,Nolan Arenado\arenano01,133.0, Arenado,1.2, Arenado,132.0
Baez, Javier,2018.0,0.272,0.508,0.348,0.311,0.237,90.6,9.6,33.1,56.0,12.6,6.1,21.6,18.2,36.5,2.5,43.3,77.3,21.8,43.1,50.1,49.9,276.0,551.0,57.3,1277.0,85.2,5.2,203.0,1193.0,832.0,2245.0,78.2,161.0,737.0,42.7,953.0,38.8,865.0,33.9,57.7,37.8,35.6,26.6,444.0,66.5,47.1,209.0,22.1,98.0,23.6,105.0,7.2,32.0,16.0,4.19,28.8,Javier Baez\baezja01,129.0, Baez,2.9, Baez,131.0
Barnhart, Tucker,2018.0,0.24,0.35600000000000004,0.305,0.32299999999999995,0.11599999999999999,87.1,12.4,35.1,13.0,3.5,4.9,28.4,23.2,35.1,2.4,30.3,69.0,13.6,24.2,37.3,62.7,93.0,249.0,52.6,1029.0,76.7,6.8,327.0,1167.0,461.0,1958.0,86.4,87.0,639.0,47.4,926.0,42.1,824.0,20.4,45.4,41.1,34.3,24.6,370.0,55.9,47.3,175.0,20.8,77.0,25.9,96.0,5.9,22.0,0.0,4.65,25.0,Tucker Barnhart*\barnhtu01,88.0, Barnhart,-1.3, Barnhart,89.0
Bell, Josh,2018.0,0.262,0.425,0.34700000000000003,0.358,0.16399999999999998,90.2,9.5,29.6,28.0,7.0,6.0,22.4,23.6,37.8,2.7,39.3,68.4,18.3,23.1,38.8,61.2,119.0,307.0,56.3,1331.0,78.0,6.0,348.0,1439.0,575.0,2366.0,81.7,129.0,706.0,43.7,1032.0,43.3,1022.0,24.4,42.9,32.6,39.1,28.4,402.0,55.4,49.8,200.0,22.6,91.0,21.4,86.0,6.2,25.0,0.0,4.41,27.1,Josh Bell#\belljo02,111.0, Bell,-1.4, Bell,111.0
Bellinger, Cody,2018.0,0.242,0.439,0.332,0.32899999999999996,0.198,89.8,16.2,32.0,35.0,8.6,6.8,20.8,29.1,30.6,2.4,38.9,66.0,26.0,24.4,37.9,62.1,121.0,319.0,50.3,1306.0,81.5,7.1,345.0,1595.0,653.0,2644.0,74.0,221.0,851.0,49.7,1290.0,43.4,1127.0,29.7,45.0,43.3,33.3,23.5,409.0,58.1,41.3,169.0,25.2,103.0,22.2,91.0,11.2,46.0,38.0,4.02,28.8,Cody Bellinger*\bellico01,120.0, Bellinger,0.8, Bellinger,120.0
Benintendi, Andrew,2018.0,0.28600000000000003,0.461,0.361,0.363,0.175,88.6,12.8,37.6,31.0,6.4,4.1,29.9,26.1,31.3,1.7,33.7,69.9,16.0,24.1,28.0,72.0,91.0,325.0,52.4,1351.0,85.0,7.3,420.0,1585.0,571.0,2581.0,84.0,137.0,857.0,47.6,1226.0,43.1,1110.0,19.3,45.9,35.5,36.1,28.4,482.0,56.6,41.9,202.0,25.7,124.0,28.6,138.0,3.7,18.0,1.0,4.22,27.7,Andrew Benintendi*\beninan01,123.0, Benintendi,0.3, Benintendi,122.0
Betts, Mookie,2018.0,0.316,0.618,0.44,0.41600000000000004,0.302,92.2,18.4,39.4,61.0,14.1,8.1,26.3,27.6,21.7,2.1,50.6,56.6,10.1,16.1,33.3,66.7,72.0,216.0,51.9,1338.0,61.0,7.1,330.0,1532.0,712.0,2582.0,89.9,71.0,701.0,48.1,1238.0,42.4,1092.0,15.5,35.6,43.3,39.6,17.1,434.0,56.2,34.3,149.0,31.6,137.0,26.5,115.0,7.6,33.0,7.0,4.18,28.1,Mookie Betts\bettsmo01,186.0, Betts,2.7, Betts,185.0
Blackmon, Charlie,2018.0,0.28,0.451,0.35200000000000004,0.35,0.171,87.5,12.0,34.9,32.0,6.5,4.8,28.1,22.8,32.3,4.8,35.2,65.4,12.8,29.2,37.5,62.5,148.0,395.0,49.7,1354.0,66.3,7.4,365.0,1728.0,630.0,2724.0,87.2,115.0,896.0,50.3,1369.0,44.0,1198.0,20.4,47.4,38.2,40.0,21.8,495.0,60.2,44.2,219.0,24.2,120.0,27.1,134.0,4.4,22.0,5.0,4.27,27.6,Charlie Blackmon*\blackch02,115.0, Blackmon,1.2, Blackmon,117.0
Bogaerts, Xander,2018.0,0.285,0.505,0.373,0.359,0.221,90.6,12.5,32.9,41.0,9.8,6.5,22.8,24.9,33.1,2.9,41.8,60.6,12.0,26.6,40.6,59.4,130.0,320.0,51.1,1204.0,70.8,7.1,263.0,1362.0,731.0,2363.0,88.0,84.0,698.0,48.9,1152.0,41.9,986.0,21.1,43.2,38.4,40.8,20.9,417.0,56.8,43.4,181.0,24.5,102.0,24.0,100.0,8.2,34.0,4.0,4.23,27.8,Xander Bogaerts\bogaexa01,135.0, Bogaerts,-1.2, Bogaerts,133.0
Bradley Jr., Jackie,2018.0,0.264,0.46799999999999997,0.35100000000000003,0.341,0.204,92.2,12.3,35.2,35.0,10.3,8.2,24.6,22.3,32.8,1.2,50.1,69.5,26.0,23.2,46.3,53.7,113.0,244.0,48.6,1052.0,79.1,6.8,320.0,1296.0,548.0,2168.0,74.0,201.0,774.0,51.4,1113.0,43.3,938.0,30.8,47.0,39.0,40.8,20.2,341.0,61.5,43.7,149.0,24.9,85.0,25.5,87.0,5.9,20.0,1.0,4.26,27.8,Jackie Bradley Jr.*\bradlja02,92.0, Bradley Jr.,2.3, Bradley Jr.,90.0
Brantley, Michael,2018.0,0.309,0.46,0.365,0.368,0.151,90.2,9.5,38.1,18.0,3.5,6.0,30.8,21.3,35.2,0.6,38.4,65.3,4.8,23.5,28.5,71.5,76.0,267.0,50.5,1137.0,70.7,7.4,265.0,1385.0,599.0,2286.0,95.2,35.0,727.0,49.5,1114.0,43.5,980.0,11.0,44.1,38.7,39.3,22.1,517.0,58.2,46.2,239.0,18.0,93.0,31.1,161.0,4.6,24.0,0.0,4.6,26.1,Michael Brantley*\brantmi02,124.0, Brantley,1.4, Brantley,124.0
Bregman, Alex,2018.0,0.276,0.48,0.38,0.387,0.204,89.4,16.8,37.9,39.0,7.6,8.0,23.4,29.9,29.1,1.4,39.9,57.7,8.2,18.2,26.6,73.4,71.0,267.0,52.1,1468.0,67.3,7.7,317.0,1702.0,791.0,2821.0,91.8,64.0,778.0,47.9,1349.0,43.0,1210.0,12.9,37.1,46.7,34.2,19.1,512.0,54.2,35.5,182.0,26.6,136.0,27.1,139.0,10.7,55.0,1.0,4.31,27.8,Alex Bregman\bregmal01,152.0, Bregman,3.6, Bregman,156.0
Cabrera, Asdrubal,2018.0,0.256,0.446,0.33,0.311,0.19,90.0,14.6,32.9,31.0,7.2,8.4,25.6,26.3,28.9,1.9,39.3,70.9,17.2,28.8,35.1,64.9,118.0,336.0,52.4,1166.0,84.6,7.6,352.0,1373.0,498.0,2232.0,82.8,129.0,750.0,47.6,1058.0,42.7,949.0,22.7,48.9,45.2,34.7,20.0,429.0,61.0,43.4,186.0,27.5,118.0,22.1,95.0,7.0,30.0,0.0,4.63,25.4,Asdrubal Cabrera#\cabreas01,111.0, Cabrera,1.0, Cabrera,111.0
Cain, Lorenzo,2018.0,0.289,0.39899999999999997,0.35,0.379,0.11,89.1,4.9,30.9,15.0,3.4,4.0,28.0,17.9,43.4,3.4,40.5,63.9,11.9,21.0,35.5,64.5,92.0,259.0,50.3,1233.0,75.7,7.1,214.0,1629.0,607.0,2452.0,88.1,93.0,779.0,49.7,1219.0,43.2,1060.0,17.8,42.3,28.2,39.6,32.2,447.0,60.2,54.6,244.0,16.1,72.0,25.3,113.0,4.0,18.0,20.0,4.18,28.6,Lorenzo Cain\cainlo01,119.0, Cain,3.8, Cain,124.0
Calhoun, Kole,2018.0,0.25,0.456,0.337,0.322,0.20600000000000002,90.4,12.1,34.3,34.0,9.3,8.2,25.5,23.4,31.3,1.6,43.1,73.4,20.5,26.9,48.3,51.7,146.0,302.0,52.3,1121.0,84.9,8.0,285.0,1331.0,529.0,2148.0,79.5,154.0,752.0,47.7,1024.0,42.8,917.0,28.5,49.2,41.2,35.4,23.4,364.0,58.2,45.1,164.0,28.8,105.0,23.6,86.0,2.5,9.0,0.0,4.52,26.1,Kole Calhoun*\calhoko01,79.0, Calhoun,-0.9, Calhoun,79.0
Camargo, Johan,2018.0,0.239,0.379,0.312,0.32299999999999995,0.14,88.0,12.6,31.2,18.0,5.0,6.4,27.0,25.1,34.3,1.9,33.7,70.1,20.9,32.1,37.2,62.8,134.0,360.0,54.0,1123.0,75.2,6.0,403.0,1141.0,525.0,2085.0,79.1,140.0,670.0,46.0,956.0,43.0,894.0,26.6,49.4,37.0,37.3,25.6,359.0,57.6,44.8,161.0,24.2,87.0,22.8,82.0,8.1,29.0,0.0,4.44,26.3,Johan Camargo#\camarjo01,115.0, Camargo,-1.8, Camargo,116.0
Candelario, Jeimer,2018.0,0.209,0.35200000000000004,0.295,0.304,0.14300000000000002,87.2,15.0,32.0,23.0,6.0,4.2,22.4,29.9,32.6,4.4,33.6,61.3,18.3,25.6,41.7,58.3,149.0,357.0,52.2,1396.0,66.7,6.8,498.0,1546.0,620.0,2673.0,81.7,143.0,782.0,47.8,1276.0,43.4,1160.0,25.6,42.6,43.2,34.1,22.7,384.0,55.6,42.2,162.0,22.4,86.0,24.5,94.0,10.9,42.0,0.0,4.41,27.3,Jeimer Candelario#\candeje01,91.0, Candelario,1.3, Candelario,94.0
Carpenter, Matt,2018.0,0.27,0.5529999999999999,0.397,0.38799999999999996,0.28300000000000003,90.7,21.6,44.4,56.0,13.7,11.5,25.1,30.0,15.6,2.0,44.7,57.1,15.0,18.5,51.5,48.5,140.0,272.0,51.7,1473.0,72.9,7.0,381.0,1839.0,626.0,2853.0,85.0,118.0,786.0,48.3,1377.0,43.7,1246.0,24.4,37.1,47.6,30.7,21.7,410.0,52.9,28.3,116.0,37.8,155.0,28.5,117.0,5.4,22.0,0.0,4.4,26.5,Matt Carpenter*\carpema01,143.0, Carpenter,-1.5, Carpenter,140.0
Castellanos, Nick,2018.0,0.299,0.535,0.381,0.35600000000000004,0.23600000000000002,89.6,15.2,45.3,53.0,11.2,7.8,29.9,23.9,23.9,3.2,40.7,77.0,18.6,35.5,52.4,47.6,240.0,458.0,52.9,1290.0,89.7,7.2,239.0,1438.0,749.0,2439.0,81.4,165.0,885.0,47.1,1149.0,39.9,972.0,30.2,55.1,41.7,33.9,24.4,472.0,65.3,36.7,173.0,24.6,116.0,33.7,159.0,5.1,24.0,0.0,4.29,27.7,Nicholas Castellanos\casteni01,128.0, Castellanos,1.6, Castellanos,130.0
Castro, Starlin,2018.0,0.263,0.41200000000000003,0.32,0.316,0.15,88.5,8.2,32.0,33.0,6.9,4.2,25.7,19.6,40.6,2.5,36.2,65.0,14.2,27.5,42.9,57.1,143.0,333.0,50.4,1213.0,71.7,7.6,198.0,1413.0,794.0,2417.0,85.8,110.0,777.0,49.6,1196.0,40.5,976.0,22.8,46.0,35.4,43.6,21.1,475.0,60.4,51.6,245.0,18.7,89.0,24.8,118.0,4.8,23.0,2.0,4.37,27.4,Starlin Castro\castrst01,102.0, Castro,1.0, Castro,101.0
Chapman, Matt,2018.0,0.26,0.44,0.34299999999999997,0.341,0.18,93.1,14.8,30.5,36.0,8.9,7.2,25.3,27.3,30.5,0.5,47.8,61.7,17.7,21.1,40.5,59.5,109.0,269.0,50.4,1277.0,74.3,8.3,268.0,1497.0,760.0,2544.0,82.3,137.0,775.0,49.6,1256.0,43.0,1088.0,23.6,41.4,38.5,36.7,24.8,403.0,58.0,40.7,164.0,22.3,90.0,26.3,106.0,10.7,43.0,6.0,4.37,28.3,Matt Chapman\chapmma01,137.0, Chapman,5.4, Chapman,138.0
Choo, Shin-Soo,2018.0,0.253,0.47100000000000003,0.36700000000000005,0.368,0.217,89.3,6.1,35.9,45.0,11.1,6.9,25.1,15.2,38.1,3.2,40.5,60.5,21.0,21.7,42.3,57.7,131.0,310.0,51.7,1430.0,65.6,6.9,344.0,1701.0,722.0,2770.0,79.0,170.0,810.0,48.3,1338.0,43.8,1213.0,27.0,40.5,33.4,40.5,26.0,407.0,58.2,51.1,208.0,20.6,84.0,26.3,107.0,2.0,8.0,1.0,4.43,26.0,Shin-Soo Choo*\choosh01,114.0, Choo,0.5, Choo,117.0
Conforto, Michael,2018.0,0.24600000000000002,0.436,0.34600000000000003,0.354,0.19,88.0,12.3,36.3,37.0,9.5,6.7,22.9,22.4,33.0,4.4,37.4,64.4,20.2,24.2,46.1,53.9,155.0,336.0,52.8,1390.0,74.6,6.4,418.0,1532.0,681.0,2654.0,79.8,161.0,799.0,47.2,1241.0,43.2,1137.0,27.7,43.2,40.2,33.5,26.3,388.0,58.5,44.6,173.0,25.3,98.0,23.7,92.0,6.4,25.0,0.0,4.35,27.8,Michael Conforto*\confomi01,122.0, Conforto,0.9, Conforto,120.0
Contreras, Willson,2018.0,0.22399999999999998,0.364,0.307,0.319,0.141,88.2,8.0,28.9,26.0,7.3,5.3,16.8,23.2,41.2,3.6,33.3,68.7,21.2,31.2,42.8,57.2,145.0,339.0,51.3,1087.0,82.1,7.1,169.0,1251.0,699.0,2120.0,78.8,150.0,709.0,48.7,1032.0,42.9,910.0,28.1,49.4,37.3,35.9,26.9,357.0,59.0,53.5,191.0,17.9,64.0,22.4,80.0,6.2,22.0,0.0,4.32,27.6,Willson Contreras\contrwi01,94.0, Contreras,-4.6, Contreras,100.0
Crawford, Brandon,2018.0,0.257,0.385,0.313,0.331,0.128,87.5,11.3,37.2,15.0,3.6,6.3,30.2,22.5,34.8,2.2,33.3,75.8,22.5,29.6,45.7,54.3,153.0,335.0,51.1,1131.0,88.4,6.6,351.0,1263.0,600.0,2218.0,77.5,185.0,821.0,48.9,1083.0,43.4,960.0,29.2,52.1,33.1,35.0,31.9,414.0,62.0,44.4,184.0,21.0,87.0,28.3,117.0,6.3,26.0,0.0,4.42,25.8,Brandon Crawford*\crawfbr01,100.0, Crawford,0.2, Crawford,94.0
Cron, C.J.,2018.0,0.251,0.485,0.348,0.322,0.23399999999999999,88.0,15.2,34.3,44.0,12.2,6.1,23.3,23.8,27.1,7.5,36.6,69.7,21.2,34.8,42.5,57.5,174.0,409.0,54.1,1174.0,77.6,7.6,237.0,1269.0,660.0,2172.0,78.8,147.0,695.0,45.9,997.0,41.0,891.0,29.1,50.8,43.5,35.7,20.8,361.0,58.9,41.6,150.0,23.5,85.0,23.8,86.0,11.1,40.0,0.0,4.58,26.3,C.J. Cron\croncj01,123.0, Cron,-0.9, Cron,123.0
Cruz, Nelson,2018.0,0.282,0.561,0.395,0.366,0.27899999999999997,93.9,12.8,31.3,55.0,13.8,7.0,23.5,22.8,31.3,1.8,51.8,68.7,18.0,28.3,55.4,44.6,196.0,354.0,55.0,1253.0,76.6,7.3,217.0,1270.0,770.0,2282.0,82.0,127.0,705.0,45.0,1026.0,40.8,930.0,30.6,46.5,37.8,39.8,22.5,400.0,54.3,44.8,179.0,27.0,108.0,20.3,81.0,8.0,32.0,0.0,4.73,24.9,Nelson Cruz\cruzne02,135.0, Cruz,-3.4, Cruz,133.0
Davis, Chris,2018.0,0.191,0.363,0.278,0.266,0.172,89.3,15.1,35.5,29.0,10.3,7.8,19.9,27.7,31.6,1.8,40.1,62.9,26.7,27.9,51.1,48.9,159.0,311.0,50.9,1113.0,71.8,7.1,301.0,1310.0,558.0,2185.0,73.3,180.0,674.0,49.1,1072.0,42.4,927.0,34.4,45.1,37.6,36.9,25.5,282.0,58.6,40.8,115.0,28.7,81.0,25.2,71.0,5.3,15.0,0.0,4.65,25.5,Chris Davis*\davisch02,49.0, Davis,-3.1, Davis,44.0
Davis, Khris,2018.0,0.25,0.5710000000000001,0.38,0.33,0.322,92.5,18.0,37.7,70.0,17.2,7.6,18.1,30.1,25.2,1.2,48.1,76.0,25.3,23.0,61.2,38.8,178.0,291.0,50.4,1263.0,88.8,7.9,308.0,1409.0,777.0,2514.0,74.7,239.0,944.0,49.6,1242.0,43.7,1095.0,33.7,49.3,34.8,40.4,24.8,408.0,61.6,35.5,145.0,32.8,134.0,23.3,95.0,8.3,34.0,0.0,4.77,26.2,Khris Davis\daviskh01,137.0, Davis,-3.1, Davis,136.0
Desmond, Ian,2018.0,0.23,0.39,0.306,0.303,0.16,90.1,-0.1,28.5,29.0,7.0,5.3,20.0,12.8,52.4,1.9,43.2,69.6,20.8,27.1,49.4,50.6,157.0,318.0,50.5,1172.0,82.3,7.5,224.0,1481.0,614.0,2322.0,79.2,166.0,799.0,49.5,1148.0,46.1,1070.0,28.9,48.1,24.6,45.4,30.0,414.0,65.4,61.6,255.0,14.5,60.0,21.0,87.0,2.9,12.0,3.0,4.36,28.1,Ian Desmond\desmoia01,83.0, Desmond,0.8, Desmond,82.0
Dickerson, Corey,2018.0,0.292,0.461,0.34,0.325,0.16899999999999998,87.8,15.2,37.6,26.0,6.1,5.6,29.2,27.6,28.3,2.3,32.4,79.0,18.2,41.7,28.5,71.5,125.0,438.0,52.9,1050.0,83.2,7.2,239.0,1231.0,513.0,1986.0,81.8,134.0,738.0,47.1,934.0,43.1,855.0,22.0,59.3,31.3,35.5,33.2,428.0,63.6,38.3,164.0,22.9,98.0,30.6,131.0,8.2,35.0,0.0,4.22,27.8,Corey Dickerson*\dickeco01,119.0, Dickerson,-1.4, Dickerson,115.0
Dietrich, Derek,2018.0,0.242,0.39,0.31,0.31,0.14800000000000002,87.4,15.7,34.1,22.0,6.1,5.5,25.8,27.7,30.2,4.2,37.8,70.5,17.6,31.7,41.7,58.3,148.0,355.0,51.8,1121.0,81.1,7.8,347.0,1268.0,543.0,2163.0,82.4,129.0,735.0,48.2,1042.0,43.5,940.0,25.4,50.4,39.6,35.5,24.9,361.0,60.3,42.7,154.0,24.1,87.0,23.8,86.0,9.4,34.0,0.0,4.32,26.9,Derek Dietrich*\dietrde01,107.0, Dietrich,-1.8, Dietrich,108.0
Dozier, Brian,2018.0,0.21,0.358,0.298,0.304,0.14800000000000002,86.8,17.6,30.5,27.0,6.3,6.5,20.7,31.9,28.4,3.3,29.4,57.2,17.0,23.2,35.2,64.8,111.0,315.0,52.5,1358.0,60.4,7.4,233.0,1516.0,833.0,2643.0,83.0,119.0,702.0,47.5,1227.0,42.0,1086.0,22.8,39.6,45.5,38.0,16.6,429.0,56.5,40.8,175.0,28.2,121.0,19.8,85.0,11.2,48.0,0.0,4.44,26.8,Brian Dozier\doziebr01,89.0, Dozier,-0.4, Dozier,90.0
Duffy, Matt,2018.0,0.275,0.363,0.32,0.345,0.08800000000000001,86.8,4.8,33.7,5.0,1.2,4.1,30.8,16.7,42.9,3.9,28.1,67.2,9.5,25.0,39.0,61.0,103.0,264.0,49.6,1054.0,74.2,7.7,207.0,1300.0,610.0,2124.0,90.5,68.0,719.0,50.4,1070.0,42.9,911.0,17.4,46.3,24.7,42.1,33.2,413.0,63.4,55.7,230.0,12.3,51.0,28.8,119.0,3.1,13.0,0.0,4.42,27.7,Matt Duffy\duffyma01,104.0, Duffy,-3.4, Duffy,107.0
Encarnacion, Edwin,2018.0,0.247,0.486,0.36200000000000004,0.34299999999999997,0.23800000000000002,89.9,18.0,34.1,42.0,11.2,8.0,21.9,26.7,26.9,2.9,41.4,66.3,19.0,24.7,43.8,56.2,128.0,292.0,52.6,1184.0,79.0,7.0,197.0,1248.0,803.0,2293.0,81.0,134.0,707.0,47.4,1066.0,41.8,940.0,26.3,44.6,43.7,32.5,23.7,375.0,57.2,37.3,140.0,30.1,113.0,23.7,89.0,8.8,33.0,0.0,4.84,24.5,Edwin Encarnacion\encared01,116.0, Encarnacion,-4.3, Encarnacion,115.0
Escobar, Alcides,2018.0,0.242,0.336,0.282,0.292,0.094,84.6,10.6,30.0,9.0,2.1,3.5,22.2,27.7,37.4,4.0,21.5,71.3,14.5,31.3,34.4,65.6,103.0,299.0,49.6,954.0,76.8,8.1,167.0,1154.0,598.0,1928.0,85.5,100.0,691.0,50.4,969.0,40.9,786.0,20.5,51.4,35.9,38.5,25.5,423.0,65.9,48.5,205.0,21.7,92.0,24.1,102.0,5.7,24.0,0.0,4.33,27.6,Alcides Escobar\escobal02,63.0, Escobar,2.8, Escobar,59.0
Escobar, Eduardo,2018.0,0.251,0.43700000000000006,0.32799999999999996,0.319,0.18600000000000003,86.5,18.9,38.8,37.0,8.3,6.7,23.0,32.8,25.0,2.7,27.6,72.3,15.8,35.2,39.3,60.7,176.0,448.0,52.6,1273.0,80.2,6.9,379.0,1493.0,547.0,2464.0,84.2,131.0,830.0,47.4,1148.0,41.8,1011.0,24.0,52.8,37.5,36.2,26.3,448.0,61.6,33.3,149.0,29.7,133.0,27.9,125.0,9.2,41.0,1.0,4.27,27.8,Eduardo Escobar#\escobed01,119.0, Escobar,0.5, Escobar,118.0
Freeman, Freddie,2018.0,0.298,0.539,0.392,0.38,0.24100000000000002,89.1,14.5,44.9,46.0,9.3,7.9,31.1,22.8,25.6,3.3,40.0,82.9,18.9,31.0,37.3,62.7,162.0,434.0,52.6,1398.0,91.8,7.8,434.0,1486.0,729.0,2663.0,81.1,197.0,1045.0,47.4,1261.0,41.4,1102.0,24.3,55.6,39.0,35.0,26.0,492.0,60.3,37.0,182.0,24.0,118.0,35.4,174.0,3.7,18.0,0.0,4.44,26.7,Freddie Freeman*\freemfr01,139.0, Freeman,0.6, Freeman,137.0
