last_name,first_name,year,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrels,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,meatball_swing_percent,meatball_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,pitch_count,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,edge_percent,edge,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,batted_ball,f_strike_percent,groundballs_percent,groundballs,flyballs_percent,flyballs,linedrives_percent,linedrives,popups_percent,popups,n_bolts,hp_to_1b,sprint_speed,OPS_Plus_Name,OPS_Plus,UBR_Name,UBR,wRC_Plus_Name,wRC_Plus
Moustakas, Mike,2018.0,0.26,0.466,0.34,0.324,0.20600000000000002,89.5,19.9,31.3,42.0,8.8,6.5,24.2,32.4,25.2,2.3,39.1,72.5,13.7,33.9,37.5,62.5,160.0,427.0,52.9,1258.0,83.3,7.6,341.0,1354.0,679.0,2380.0,86.3,111.0,811.0,47.1,1119.0,43.5,1034.0,21.9,52.1,39.1,37.6,23.3,476.0,59.2,35.1,167.0,27.9,133.0,23.1,110.0,13.9,66.0,0.0,4.6,25.7,Mike Moustakas*\moustmi01,107.0, Moustakas,-3.1, Moustakas,105.0
Nimmo, Brandon,2018.0,0.24,0.39899999999999997,0.355,0.385,0.159,89.9,10.7,33.4,19.0,6.5,7.2,24.6,21.5,37.2,2.0,42.1,62.1,20.3,16.1,51.4,48.6,93.0,181.0,49.8,1126.0,80.3,7.7,303.0,1442.0,505.0,2262.0,79.7,143.0,705.0,50.2,1135.0,43.2,977.0,26.6,39.2,42.7,34.8,22.5,293.0,63.0,46.1,135.0,21.2,62.0,24.2,71.0,8.5,25.0,7.0,4.23,28.5,Brandon Nimmo*\nimmobr01,148.0, Nimmo,3.2, Nimmo,148.0
Odor, Rougned,2018.0,0.244,0.41700000000000004,0.324,0.321,0.17300000000000001,90.7,13.9,30.2,25.0,7.1,7.3,22.0,26.3,30.5,1.4,38.7,64.2,15.4,32.6,37.6,62.4,127.0,338.0,52.4,1037.0,68.3,7.2,231.0,1111.0,634.0,1980.0,84.6,93.0,605.0,47.6,942.0,42.2,836.0,23.3,47.6,41.8,39.8,18.4,354.0,60.9,44.9,159.0,22.6,80.0,23.2,82.0,9.3,33.0,13.0,4.14,28.1,Rougned Odor*\odorro01,96.0, Odor,0.6, Odor,95.0
Olson, Matt,2018.0,0.252,0.49700000000000005,0.36,0.34,0.24600000000000002,93.2,18.0,35.1,51.0,12.2,9.1,22.9,29.8,24.3,1.4,52.2,68.8,23.8,20.9,39.8,60.2,121.0,304.0,51.4,1454.0,80.1,7.3,362.0,1699.0,764.0,2844.0,76.2,225.0,946.0,48.6,1375.0,43.3,1226.0,27.6,44.2,42.7,33.7,23.6,419.0,54.1,36.5,153.0,28.4,119.0,24.8,104.0,10.3,43.0,0.0,4.53,25.9,Matt Olson*\olsonma02,117.0, Olson,-2.1, Olson,118.0
Ozuna, Marcell,2018.0,0.28800000000000003,0.502,0.363,0.335,0.213,91.5,10.7,30.3,46.0,9.7,6.9,23.7,22.3,34.5,2.5,45.1,72.3,15.8,27.8,43.7,56.3,150.0,343.0,53.2,1233.0,83.5,7.3,237.0,1366.0,708.0,2322.0,84.0,124.0,783.0,46.8,1083.0,42.2,977.0,24.3,48.5,38.0,40.1,21.8,476.0,61.3,47.7,227.0,23.9,114.0,21.0,100.0,7.4,35.0,1.0,4.42,27.8,Marcell Ozuna\ozunama01,106.0, Ozuna,3.1, Ozuna,107.0
Peralta, David,2018.0,0.282,0.48,0.35700000000000004,0.344,0.19699999999999998,91.5,6.7,32.9,34.0,7.8,8.4,24.7,17.4,39.3,2.5,46.3,67.1,17.3,28.5,39.3,60.7,126.0,321.0,49.6,1126.0,76.8,7.4,296.0,1442.0,532.0,2272.0,82.7,133.0,768.0,50.4,1144.0,44.4,1009.0,23.7,48.0,33.8,41.1,25.1,438.0,61.7,51.1,224.0,18.5,81.0,25.3,111.0,5.0,22.0,0.0,4.35,27.2,David Peralta*\peralda01,127.0, Peralta,0.9, Peralta,131.0
Peraza, Jose,2018.0,0.28,0.389,0.313,0.321,0.109,85.8,15.0,37.7,14.0,2.5,3.3,24.7,32.8,30.4,2.1,23.6,66.0,6.7,32.6,28.5,71.5,108.0,379.0,50.8,1163.0,66.2,8.9,190.0,1435.0,664.0,2296.0,93.3,50.0,745.0,49.2,1128.0,41.5,951.0,14.0,49.1,32.5,38.8,28.8,570.0,62.1,38.9,222.0,24.2,138.0,28.9,165.0,7.9,45.0,21.0,4.19,28.8,Jose Peraza\perazjo01,98.0, Peraza,1.9, Peraza,96.0
Perez, Salvador,2018.0,0.262,0.486,0.341,0.301,0.225,91.2,18.1,35.4,44.0,10.8,8.6,24.3,28.7,26.3,1.0,47.5,73.0,12.3,44.2,38.3,61.7,182.0,475.0,56.0,1074.0,75.4,7.2,192.0,1061.0,665.0,1926.0,87.7,76.0,617.0,44.0,845.0,40.0,768.0,23.8,57.0,44.2,36.1,19.7,407.0,67.1,35.9,146.0,31.0,126.0,25.1,102.0,8.1,33.0,0.0,4.82,25.0,Salvador Perez\perezsa02,91.0, Perez,-3.3, Perez,89.0
Pham, Tommy,2018.0,0.293,0.514,0.387,0.382,0.221,93.0,6.6,38.7,36.0,10.1,8.1,27.7,16.0,35.3,2.8,49.9,59.7,15.6,18.8,58.0,42.0,120.0,207.0,49.0,1100.0,71.8,8.1,165.0,1394.0,676.0,2246.0,84.4,107.0,684.0,51.0,1145.0,42.8,960.0,25.5,39.7,33.9,44.5,21.6,357.0,61.1,48.2,172.0,19.9,71.0,29.1,104.0,2.8,10.0,12.0,4.42,28.6,Tommy Pham\phamth01,127.0, Pham,4.1, Pham,130.0
Pillar, Kevin,2018.0,0.282,0.43700000000000006,0.325,0.312,0.155,87.3,16.8,39.3,24.0,5.7,9.0,27.4,27.1,25.7,4.5,36.7,66.8,12.8,41.6,36.7,63.3,154.0,420.0,51.7,1009.0,76.7,6.6,215.0,1129.0,600.0,1953.0,87.2,81.0,631.0,48.3,944.0,44.1,862.0,22.4,53.8,38.8,35.5,25.7,420.0,60.7,36.7,154.0,23.1,97.0,29.5,124.0,10.7,45.0,4.0,4.34,27.8,Kevin Pillar\pillake01,92.0, Pillar,2.1, Pillar,89.0
Piscotty, Stephen,2018.0,0.26899999999999996,0.494,0.359,0.33299999999999996,0.225,88.5,13.1,34.6,42.0,9.6,7.1,20.8,23.6,36.2,2.7,38.7,72.4,15.7,34.2,45.4,54.6,168.0,370.0,50.3,1083.0,79.9,7.4,270.0,1160.0,718.0,2167.0,84.3,122.0,775.0,49.7,1070.0,42.3,911.0,25.5,53.2,35.5,39.1,25.4,437.0,65.0,45.3,198.0,24.9,109.0,24.7,108.0,5.0,22.0,0.0,4.42,26.7,Stephen Piscotty\piscost01,124.0, Piscotty,0.8, Piscotty,126.0
Polanco, Gregory,2018.0,0.248,0.45399999999999996,0.34600000000000003,0.33899999999999997,0.20600000000000002,88.9,20.1,33.9,33.0,9.4,7.1,21.4,32.8,27.1,1.4,37.8,69.7,16.9,24.3,41.2,58.8,120.0,291.0,54.3,1196.0,77.9,5.9,280.0,1345.0,578.0,2213.0,82.8,119.0,703.0,45.7,1008.0,41.3,910.0,24.0,45.1,42.7,37.3,19.9,351.0,57.6,34.2,120.0,29.6,104.0,22.5,79.0,13.7,48.0,8.0,4.18,27.8,Gregory Polanco*\polangr01,128.0, Polanco,-2.5, Polanco,123.0
Profar, Jurickson,2018.0,0.255,0.4,0.32899999999999996,0.337,0.145,87.3,12.4,33.6,22.0,5.0,4.3,25.0,26.6,35.2,3.6,31.8,68.0,14.1,30.1,28.3,71.7,103.0,364.0,51.7,1209.0,76.8,6.5,414.0,1369.0,556.0,2340.0,85.9,108.0,768.0,48.3,1130.0,42.1,985.0,18.7,48.4,37.7,35.0,27.0,440.0,60.3,44.5,196.0,21.6,95.0,25.7,113.0,8.2,36.0,0.0,4.31,27.6,Jurickson Profar#\profaju01,107.0, Profar,1.5, Profar,107.0
Ramirez, Jose,2018.0,0.267,0.48,0.37200000000000005,0.387,0.213,89.0,19.0,34.3,42.0,8.3,7.9,19.8,32.3,28.0,1.2,35.1,60.7,10.2,19.7,23.4,76.6,73.0,312.0,53.8,1584.0,73.7,6.7,512.0,1576.0,855.0,3002.0,89.8,84.0,826.0,46.2,1361.0,42.0,1236.0,13.7,38.5,47.8,33.9,18.3,504.0,53.0,33.9,171.0,31.2,157.0,23.4,118.0,11.5,58.0,2.0,4.28,27.5,Jose Ramirez#\ramirjo01,151.0, Ramirez,4.0, Ramirez,146.0
Realmuto, J.T.,2018.0,0.278,0.486,0.361,0.344,0.207,88.9,14.5,39.8,34.0,9.0,5.6,25.2,24.9,31.6,3.4,41.2,66.8,14.9,26.0,42.8,57.2,110.0,257.0,48.4,987.0,74.8,7.8,266.0,1157.0,616.0,2042.0,85.1,105.0,703.0,51.6,1053.0,42.6,870.0,22.5,47.1,42.4,36.3,21.2,377.0,60.6,39.8,150.0,25.7,97.0,27.3,103.0,7.2,27.0,11.0,4.27,28.6,J.T. Realmuto\realmjt01,126.0, Realmuto,3.8, Realmuto,126.0
Rendon, Anthony,2018.0,0.308,0.552,0.39399999999999996,0.374,0.244,90.7,17.9,39.8,47.0,10.3,8.1,26.4,28.8,24.4,1.8,44.8,69.5,9.8,23.8,27.1,72.9,73.0,269.0,47.8,1130.0,79.4,8.4,221.0,1480.0,662.0,2365.0,90.2,84.0,858.0,52.2,1234.0,45.7,1081.0,13.9,47.7,36.7,36.0,27.3,455.0,62.3,32.7,149.0,27.9,127.0,30.8,140.0,8.6,39.0,0.0,4.37,27.3,Anthony Rendon\rendoan01,137.0, Rendon,3.7, Rendon,139.0
Rizzo, Anthony,2018.0,0.293,0.474,0.371,0.387,0.18100000000000002,90.1,14.7,36.2,32.0,6.5,7.1,27.7,27.5,28.7,2.2,40.6,67.7,10.2,29.4,30.9,69.1,117.0,379.0,53.0,1290.0,73.2,8.0,342.0,1430.0,659.0,2444.0,89.8,79.0,774.0,47.0,1143.0,41.7,1014.0,17.1,47.5,41.8,37.8,20.4,495.0,57.0,38.8,192.0,25.5,126.0,28.3,140.0,7.5,37.0,0.0,4.58,25.5,Anthony Rizzo*\rizzoan01,124.0, Rizzo,-5.7, Rizzo,125.0
Rojas, Miguel,2018.0,0.268,0.354,0.29600000000000004,0.312,0.086,84.7,9.4,35.5,4.0,0.9,3.1,30.1,23.8,38.4,3.1,23.8,64.8,6.7,32.2,33.7,66.0,105.0,312.0,49.5,968.0,70.4,7.8,184.0,1137.0,635.0,1960.0,93.3,43.0,641.0,50.5,989.0,43.0,841.0,15.5,48.7,30.4,41.6,28.0,425.0,60.2,47.5,202.0,16.5,70.0,28.0,119.0,8.0,34.0,1.0,4.47,26.5,Miguel Rojas\rojasmi02,79.0, Rojas,-1.6, Rojas,78.0
Rosario, Amed,2018.0,0.26,0.375,0.29600000000000004,0.3,0.115,87.8,7.8,32.4,17.0,3.9,4.1,26.8,21.1,40.1,1.8,32.3,69.3,18.5,37.3,40.8,59.2,158.0,387.0,49.1,1037.0,68.8,7.3,183.0,1237.0,692.0,2130.0,81.5,138.0,746.0,50.9,1077.0,43.5,919.0,26.1,53.8,29.7,44.7,25.6,441.0,67.2,50.1,221.0,18.1,80.0,25.2,111.0,6.6,29.0,61.0,4.15,29.4,Amed Rosario\rosaram01,88.0, Rosario,4.7, Rosario,85.0
Rosario, Eddie,2018.0,0.245,0.43200000000000005,0.307,0.284,0.187,87.7,17.9,32.5,38.0,8.3,5.9,21.8,31.7,26.4,3.1,34.2,77.3,18.7,41.5,30.5,69.5,144.0,472.0,55.1,1138.0,79.7,6.2,266.0,1146.0,651.0,2100.0,81.3,134.0,717.0,44.9,927.0,41.1,848.0,23.4,57.6,40.6,36.5,22.9,458.0,61.5,37.8,173.0,28.2,129.0,23.4,107.0,10.7,49.0,4.0,4.19,28.0,Eddie Rosario*\rosared01,116.0, Rosario,4.5, Rosario,114.0
Sanchez, Yolmer,2018.0,0.24,0.35200000000000004,0.295,0.305,0.113,86.7,9.3,34.9,14.0,3.0,4.5,26.3,21.6,40.3,1.9,28.3,64.1,15.2,31.0,35.0,65.0,143.0,409.0,50.2,1318.0,72.6,7.2,448.0,1580.0,595.0,2627.0,84.8,127.0,838.0,49.8,1307.0,45.2,1186.0,21.7,47.5,33.8,39.8,26.3,467.0,61.0,51.2,239.0,17.1,80.0,25.9,121.0,5.8,27.0,0.0,4.25,28.1,Yolmer Sanchez#\sanchca01,87.0, Sanchez,-1.1, Sanchez,87.0
Santana, Carlos,2018.0,0.249,0.424,0.35200000000000004,0.371,0.175,88.9,15.4,30.3,33.0,6.9,6.7,18.9,30.7,32.8,2.7,39.3,63.9,15.4,20.7,30.3,69.7,91.0,300.0,52.2,1448.0,75.3,6.4,526.0,1671.0,572.0,2801.0,84.6,130.0,846.0,47.8,1324.0,44.4,1232.0,19.4,41.3,45.3,32.0,22.7,475.0,58.2,41.5,197.0,24.8,118.0,21.1,100.0,12.6,60.0,0.0,4.48,26.0,Carlos Santana#\santaca01,105.0, Schwarber,0.4, Schwarber,115.0
Schwarber, Kyle,2018.0,0.245,0.473,0.35200000000000004,0.36200000000000004,0.228,90.9,12.3,34.0,37.0,12.7,4.8,22.0,22.7,32.3,3.8,45.0,64.5,22.9,21.7,48.8,51.2,122.0,250.0,53.9,1152.0,76.5,6.2,321.0,1246.0,570.0,2139.0,77.1,146.0,637.0,46.1,987.0,45.2,966.0,30.2,41.5,41.6,36.1,22.3,291.0,55.9,46.0,134.0,23.7,69.0,24.4,71.0,5.8,17.0,0.0,4.29,27.1,Kyle Schwarber*\schwaky01,117.0, Santana,0.4, Santana,108.0
Seager, Kyle,2018.0,0.25,0.42100000000000004,0.312,0.3,0.171,89.8,18.5,37.0,25.0,5.6,8.2,27.8,33.0,23.6,1.6,39.6,67.9,14.5,27.3,41.0,59.0,143.0,349.0,51.3,1277.0,82.5,6.7,334.0,1441.0,694.0,2489.0,85.5,119.0,822.0,48.7,1210.0,42.6,1059.0,22.4,47.0,41.9,38.3,19.8,449.0,59.0,34.7,156.0,32.1,144.0,24.9,112.0,8.2,37.0,0.0,4.5,25.9,Kyle Seager*\seageky01,86.0, Seager,-2.2, Seager,83.0
Segura, Jean,2018.0,0.28,0.402,0.318,0.32,0.122,87.7,7.8,30.0,19.0,3.6,4.2,24.1,21.3,42.1,3.2,32.3,65.2,6.2,31.5,26.0,74.0,91.0,350.0,50.4,1111.0,75.9,7.7,227.0,1379.0,585.0,2209.0,93.8,44.0,712.0,49.6,1092.0,43.3,955.0,12.8,48.2,33.4,41.6,25.0,527.0,61.1,53.1,280.0,19.5,103.0,21.1,111.0,6.3,33.0,14.0,4.21,27.9,Jean Segura\segurje01,112.0, Segura,2.8, Segura,110.0
Semien, Marcus,2018.0,0.24600000000000002,0.385,0.309,0.312,0.139,86.8,15.4,35.1,23.0,4.5,6.7,25.5,31.2,28.0,3.5,32.1,64.4,13.7,23.6,38.5,61.5,131.0,340.0,50.3,1443.0,75.7,7.0,355.0,1684.0,827.0,2881.0,86.3,126.0,919.0,49.7,1428.0,43.1,1238.0,20.4,43.8,42.4,35.5,22.2,510.0,61.2,39.8,203.0,24.7,126.0,26.7,136.0,8.8,45.0,0.0,4.28,28.3,Marcus Semien\semiema01,95.0, Semien,1.3, Semien,96.0
Shaw, Travis,2018.0,0.24600000000000002,0.465,0.353,0.35100000000000003,0.22,88.9,16.9,31.2,41.0,10.3,6.0,21.2,31.0,27.5,3.0,38.3,66.6,14.3,25.0,34.5,65.5,110.0,319.0,53.4,1276.0,79.3,6.3,374.0,1404.0,604.0,2390.0,85.7,106.0,741.0,46.6,1112.0,44.0,1050.0,20.4,44.4,44.8,34.3,20.9,397.0,54.3,38.3,152.0,29.2,116.0,22.2,88.0,10.3,41.0,0.0,4.41,26.7,Travis Shaw*\shawtr01,119.0, Shaw,0.0, Shaw,119.0
Simmons, Andrelton,2018.0,0.282,0.40299999999999997,0.326,0.331,0.121,88.2,7.7,27.9,21.0,4.1,4.1,26.0,22.3,40.7,1.9,36.3,66.5,10.2,23.5,23.8,76.2,55.0,231.0,49.8,984.0,78.2,8.4,189.0,1177.0,606.0,1980.0,89.8,67.0,659.0,50.2,991.0,43.0,849.0,13.7,45.2,45.0,38.8,16.3,516.0,59.7,51.0,263.0,16.5,85.0,23.4,121.0,9.1,47.0,0.0,4.48,27.1,Andrelton Simmons\simmoan01,108.0, Simmons,2.0, Simmons,108.0
Smith, Mallex,2018.0,0.262,0.349,0.31,0.33799999999999997,0.087,85.8,3.7,32.2,6.0,1.5,3.6,27.6,19.9,40.9,2.6,23.0,71.9,19.9,25.5,41.9,58.1,109.0,260.0,49.5,1021.0,77.6,8.0,316.0,1251.0,493.0,2061.0,80.1,149.0,748.0,50.5,1040.0,42.2,869.0,25.6,48.9,24.0,45.3,30.7,391.0,61.2,51.2,200.0,17.1,67.0,28.1,110.0,3.6,14.0,95.0,4.03,29.8,Mallex Smith*\smithma05,115.0, Smith,4.1, Smith,118.0
Smoak, Justin,2018.0,0.226,0.44,0.341,0.337,0.215,89.5,15.0,36.9,38.0,10.8,7.7,21.3,27.3,31.0,1.7,42.5,61.5,17.3,22.4,44.3,55.7,132.0,298.0,54.5,1331.0,78.7,6.4,433.0,1331.0,676.0,2452.0,82.7,118.0,682.0,45.5,1109.0,42.0,1025.0,25.3,40.3,44.0,34.4,21.6,352.0,55.6,40.6,143.0,30.4,107.0,22.2,78.0,6.8,24.0,0.0,4.91,23.8,Justin Smoak#\smoakju01,122.0, Smoak,-6.6, Smoak,121.0
Solarte, Yangervis,2018.0,0.253,0.392,0.306,0.303,0.139,87.1,14.1,30.0,18.0,4.5,4.8,26.0,27.0,34.3,3.3,32.0,76.3,9.8,37.7,28.8,71.2,110.0,382.0,57.2,1013.0,83.8,5.9,317.0,987.0,468.0,1772.0,90.2,57.0,579.0,42.8,759.0,42.6,755.0,17.4,54.2,34.5,41.5,24.0,400.0,60.8,43.8,175.0,21.5,86.0,23.5,94.0,11.3,45.0,0.0,4.75,24.7,Yangervis Solarte#\solarya01,79.0, Solarte,-3.8, Solarte,77.0
Springer, George,2018.0,0.255,0.46299999999999997,0.35100000000000003,0.33799999999999997,0.20800000000000002,88.6,9.5,30.1,38.0,8.9,6.6,19.8,21.6,41.4,1.6,37.4,67.0,19.2,21.7,41.0,58.7,111.0,271.0,50.0,1250.0,88.8,7.1,254.0,1546.0,690.0,2501.0,80.8,161.0,837.0,50.0,1249.0,42.6,1065.0,24.6,44.3,34.1,41.6,24.2,425.0,57.1,50.1,213.0,25.4,108.0,18.6,79.0,5.9,25.0,4.0,4.31,27.7,George Springer\springe01,114.0, Springer,1.2, Springer,118.0
Stanton, Giancarlo,2018.0,0.24600000000000002,0.47600000000000003,0.348,0.32899999999999996,0.22899999999999998,93.7,11.7,30.0,63.0,15.1,7.9,18.8,21.6,32.9,3.4,50.8,66.4,23.4,28.6,53.6,46.4,256.0,478.0,56.9,1672.0,72.8,5.8,311.0,1674.0,945.0,2942.0,76.6,197.0,841.0,43.1,1266.0,38.9,1142.0,34.4,44.9,35.1,40.1,24.8,416.0,57.0,45.2,188.0,23.1,96.0,21.6,90.0,10.1,42.0,4.0,4.45,27.8,Giancarlo Stanton\stantmi03,130.0, Stanton,-0.2, Stanton,129.0
Story, Trevor,2018.0,0.265,0.513,0.358,0.326,0.248,91.0,16.0,38.2,55.0,12.7,7.6,23.5,29.0,24.4,2.3,46.2,73.0,15.8,28.5,47.2,52.8,175.0,371.0,51.1,1303.0,81.3,7.1,256.0,1509.0,782.0,2555.0,84.2,144.0,910.0,48.9,1247.0,42.0,1071.0,24.9,50.3,40.3,36.6,23.0,434.0,60.5,35.5,154.0,29.0,126.0,28.3,123.0,7.1,31.0,70.0,4.16,29.6,Trevor Story\storytr01,127.0, Story,-0.9, Story,128.0
Suarez, Eugenio,2018.0,0.28,0.522,0.381,0.366,0.242,91.2,14.7,38.6,38.0,9.7,8.4,26.9,24.3,28.9,1.8,45.6,68.2,15.8,21.8,56.0,44.0,150.0,268.0,50.6,1227.0,81.7,7.4,228.0,1591.0,604.0,2429.0,84.2,129.0,816.0,49.4,1197.0,42.2,1023.0,25.7,44.7,39.4,38.4,22.3,391.0,59.6,39.4,154.0,30.7,120.0,26.6,104.0,3.3,13.0,0.0,4.62,26.2,Eugenio Suarez\suareeu01,136.0, Suarez,-2.7, Suarez,135.0
Swanson, Dansby,2018.0,0.231,0.365,0.285,0.299,0.134,88.0,14.1,31.8,15.0,4.1,5.2,24.4,28.2,32.9,2.7,34.0,69.8,17.0,30.8,43.6,56.4,146.0,335.0,50.8,1087.0,78.7,7.7,184.0,1158.0,790.0,2145.0,83.0,125.0,734.0,49.2,1052.0,43.0,919.0,25.5,49.9,38.9,35.3,25.8,365.0,64.0,44.1,161.0,21.4,78.0,25.2,92.0,9.3,34.0,36.0,4.09,29.4,Dansby Swanson\swansda01,87.0, Swanson,1.8, Swanson,80.0
Taylor, Chris,2018.0,0.245,0.42,0.33,0.327,0.175,88.9,16.4,39.5,30.0,8.3,7.5,27.6,25.1,26.2,2.2,38.5,69.6,25.5,23.4,51.3,48.7,140.0,273.0,48.2,1165.0,81.3,8.0,264.0,1475.0,680.0,2475.0,74.5,223.0,873.0,51.8,1254.0,43.3,1047.0,31.6,47.4,36.7,34.5,28.7,362.0,62.6,34.8,126.0,26.2,95.0,32.3,117.0,6.6,24.0,4.0,4.23,28.7,Chris Taylor\tayloch03,110.0, Taylor,4.0, Taylor,113.0
Trout, Mike,2018.0,0.295,0.601,0.436,0.447,0.306,91.2,18.6,41.0,58.0,16.5,8.3,22.5,27.6,19.7,5.4,46.2,57.9,10.5,18.0,43.8,56.2,102.0,233.0,50.9,1294.0,71.1,7.5,186.0,1735.0,618.0,2543.0,89.3,76.0,722.0,49.1,1248.0,43.2,1098.0,18.6,37.6,39.3,37.9,22.8,351.0,58.1,31.3,110.0,33.3,117.0,28.2,99.0,7.1,25.0,39.0,4.25,29.2,Mike Trout\troutmi01,198.0, Trout,0.0, Trout,190.0
Turner, Trea,2018.0,0.27699999999999997,0.424,0.342,0.35100000000000003,0.147,89.1,9.3,28.8,31.0,5.8,4.9,24.2,22.7,37.5,2.6,38.6,64.1,14.0,22.9,38.6,61.4,129.0,334.0,49.8,1457.0,73.1,8.0,313.0,1728.0,883.0,2927.0,86.0,132.0,940.0,50.2,1467.0,43.1,1261.0,20.5,43.6,37.8,39.9,22.3,534.0,62.4,49.6,265.0,20.4,109.0,24.2,129.0,5.8,31.0,134.0,4.1,30.1,Trea Turner\turnetr01,100.0, Turner,2.7, Turner,105.0
Upton, Justin,2018.0,0.257,0.475,0.361,0.348,0.21899999999999997,90.7,11.9,34.7,51.0,14.0,6.6,24.8,19.6,30.9,3.9,47.4,64.8,25.2,20.9,50.4,49.6,135.0,268.0,50.7,1280.0,73.3,7.6,292.0,1548.0,684.0,2527.0,74.8,203.0,807.0,49.3,1245.0,42.8,1080.0,31.5,42.6,41.9,36.9,21.2,363.0,57.6,42.4,154.0,25.1,91.0,25.9,94.0,6.6,24.0,3.0,4.37,27.8,Justin Upton\uptonju01,121.0, Upton,-0.3, Upton,123.0
Villar, Jonathan,2018.0,0.22699999999999998,0.361,0.295,0.297,0.134,88.5,3.2,26.9,17.0,5.1,4.8,22.4,14.8,46.5,3.6,36.0,71.5,24.3,27.0,42.7,57.3,131.0,307.0,52.2,1137.0,81.9,7.3,364.0,1348.0,461.0,2178.0,75.7,181.0,744.0,47.8,1040.0,42.7,929.0,29.7,48.3,33.2,40.8,26.0,331.0,65.8,57.4,190.0,15.1,50.0,22.7,75.0,4.8,16.0,0.0,4.21,27.6,Jonathan Villar#\villajo01,93.0, Villar,0.3, Villar,93.0
Votto, Joey,2018.0,0.28800000000000003,0.484,0.39799999999999996,0.42200000000000004,0.196,88.1,13.4,45.9,27.0,6.7,10.6,32.3,21.2,25.7,3.2,35.1,67.0,16.5,12.9,25.2,74.8,41.0,163.0,50.5,1262.0,83.8,7.9,266.0,1680.0,551.0,2504.0,83.5,137.0,829.0,49.5,1238.0,42.2,1055.0,17.9,39.7,33.3,36.3,30.4,405.0,55.9,38.0,154.0,26.7,108.0,34.3,139.0,1.0,4.0,0.0,4.72,25.4,Joey Votto*\vottojo01,126.0, Votto,-3.0, Votto,130.0
Wendle, Joey,2018.0,0.264,0.37799999999999995,0.312,0.326,0.115,88.8,10.7,31.8,11.0,2.7,5.2,29.8,24.6,35.0,2.0,35.7,61.1,11.4,33.8,35.2,64.8,126.0,358.0,53.5,1060.0,63.0,6.4,316.0,1101.0,561.0,1981.0,88.6,64.0,562.0,46.5,920.0,45.0,891.0,20.6,46.5,32.0,39.5,28.5,403.0,57.2,47.4,191.0,19.4,78.0,26.3,106.0,6.9,28.0,0.0,4.16,28.3,Joey Wendle*\wendljo01,118.0, Wendle,1.3, Wendle,117.0
Yelich, Christian,2018.0,0.32299999999999995,0.575,0.42200000000000004,0.402,0.252,92.6,5.0,36.7,57.0,12.9,7.9,24.0,10.2,42.2,2.0,50.8,64.6,13.9,25.1,44.2,55.8,146.0,330.0,52.1,1317.0,81.3,6.3,353.0,1487.0,688.0,2532.0,86.1,109.0,783.0,47.9,1212.0,42.9,1084.0,23.0,44.0,31.3,44.2,24.5,441.0,60.5,52.8,233.0,16.8,74.0,27.4,121.0,2.9,13.0,47.0,4.18,28.7,Christian Yelich*\yelicch01,164.0, Yelich,4.2, Yelich,166.0
Zobrist, Ben,2018.0,0.27699999999999997,0.4,0.34,0.35700000000000004,0.122,89.9,9.0,35.0,12.0,3.0,5.7,28.5,22.1,38.7,1.0,38.7,60.0,9.6,21.8,27.1,72.9,60.0,221.0,50.2,1013.0,71.3,6.7,349.0,1228.0,439.0,2018.0,90.4,58.0,602.0,49.8,1003.0,43.2,870.0,14.3,40.8,44.9,35.0,20.1,403.0,58.1,49.6,200.0,21.1,85.0,25.8,104.0,3.5,14.0,0.0,4.36,26.7,Ben Zobrist#\zobribe01,117.0, Zobrist,1.9, Zobrist,123.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
